codigo_ibge,anomes_s,cebas_cnpj_entidade_s,cebas_razao_social_entidade_s,cebas_status_certificacao_s,cebas_cod_status_certificacao_i,cebas_dt_inicio_certificacao_s,cebas_dt_fim_certificacao_s,cebas_dt_extracao_dados_s
"",202306,04.499.268/0001-70,ASSOCIACAO DE COMBATE AO CÂNCER,VIGENTE,4,16/05/2023,15/05/2026,20/06/2023
"",202306,44.998.144/0001-54,ASSOCIAÇÃO BENEFICENTE CRISTÃ,VIGENTE,4,13/08/2021,31/12/2025,20/06/2023
"",202306,04.501.551/0001-90,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE OLHOS D'ÁGUA,VIGENTE,2,01/04/2018,31/12/2024,20/06/2023
"",202306,45.016.649/0001-39,CASA DO GAROTO,VÁLIDA,4,28/04/2015,27/04/2018,20/06/2023
"",202306,45.023.371/0001-27,VILA VICENTINA ABRIGO PARA VELHOS,VIGENTE,4,25/09/2021,24/09/2024,20/06/2023
"",202306,45.029.840/0001-15,LAR  DOS DESAMPARADOS,VIGENTE,4,27/12/2019,31/12/2023,20/06/2023
"",202306,45.029.865/0001-19,INSTITUTO PROFISSIONAL DE REABILITAÇÃO SOCIAL 1º DE AGOSTO,VIGENTE,4,28/04/2018,31/12/2024,20/06/2023
"",202306,45.029.964/0001-09,LEGIAO MIRIM DE BAURU,VIGENTE,4,02/02/2022,31/12/2026,20/06/2023
"",202306,45.030.368/0001-30,ASSOCIAÇÃO DE PROTEÇÃO A MATERNIDADE E A CRIANÇA,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.030.400/0001-88,CONSÓRCIO INTERMUNICIPAL DA PROMOÇÃO SOCIAL,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.030.442/0001-19,LAR ESCOLA SANTA LUZIA PARA CEGOS,VIGENTE,4,31/10/2021,31/12/2027,20/06/2023
"",202306,45.032.745/0001-70,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BAURU,VIGENTE,4,16/08/2021,31/12/2025,20/06/2023
"",202306,04.503.677/0001-01,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE SABINOPOLIS,VIGENTE,4,23/01/2020,31/12/2026,20/06/2023
"",202306,45.075.660/0001-70,CENTRO DE ASSISTÊNCIA SOCIAL E MOBILIZAÇÃO PERMANENTE DE SÃO VICENTE,VIGENTE,4,17/10/2021,16/10/2024,20/06/2023
"",202306,04.510.053/0001-03,SOCIEDADE EUNICE WEAVER,VIGENTE,4,13/08/2021,31/12/2025,20/06/2023
"",202306,45.112.091/0001-95,LAR SÃO VICENTE DE PAULO,VIGENTE,4,01/04/2018,31/12/2024,20/06/2023
"",202306,45.113.222/0001-59,CENTRO SOCIAL DE MENORES E JOVENS DE FERNANDÓPOLIS,VIGENTE,1,29/06/2018,31/12/2024,20/06/2023
"",202306,45.113.248/0001-05,ASSOC DE PAIS E AMIGOS DOS EXCEPCION DE FERNANDOPOLIS,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.113.750/0001-08,COMUNIDADE DAS FAMÍLIAS SÃO PEDRO,VIGENTE,4,31/07/2020,30/07/2025,20/06/2023
"",202306,04.511.584/0001-10,COMUNIDADE VIDA MELHOR,VIGENTE,4,30/07/2018,31/12/2024,20/06/2023
"",202306,45.123.916/0001-77,CENTRO DE APRENDIZAGEM E MOBILIZAÇÃO PELA CIDADANIA-CAMPC,VIGENTE,4,11/03/2021,31/12/2025,20/06/2023
"",202306,45.125.150/0001-60,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JALES,VIGENTE,4,04/07/2021,31/12/2025,20/06/2023
"",202306,45.126.679/0001-06,LAR SÃO VICENTE DE PAULO DE ITAJOBI,VIGENTE,4,18/12/2018,31/12/2024,20/06/2023
"",202306,45.128.378/0001-03,LAR JOANA D'ARC,VIGENTE,4,10/11/2021,09/11/2026,20/06/2023
"",202306,45.137.296/0001-25,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA FÉ DO SUL,VIGENTE,4,30/12/2019,31/12/2023,20/06/2023
"",202306,45.144.870/0001-72,LAR VICENTINO DE MONTE APRAZIVEL,VIGENTE,4,30/07/2018,31/12/2024,20/06/2023
"",202306,04.515.175/0001-92,LAR FELIZ,VIGENTE,4,01/04/2021,31/12/2025,20/06/2023
"",202306,45.157.179/0001-23,LAR SÃO VICENTE DE PAULO,VIGENTE,4,10/05/2020,31/12/2026,20/06/2023
"",202306,45.157.955/0001-95,ASILO SAO VICENTE DE PAULO,VIGENTE,4,11/05/2020,31/12/2024,20/06/2023
"",202306,45.160.801/0001-52,LAR SÃO VICENTE DE PAULO,VIGENTE,4,29/05/2018,31/12/2024,20/06/2023
"",202306,45.163.920/0001-69,CASA DA CRIANÇA DE VOTUPORANGA,VIGENTE,4,22/03/2020,31/12/2026,20/06/2023
"",202306,45.166.030/0001-00,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,4,09/11/2021,31/12/2027,20/06/2023
"",202306,45.167.079/0001-88,LAR VICENTINO DE LAGOINHA OBRA UNIDA A SOCIEDADE DE SAO VICENTE DE PAULO,VIGENTE,4,13/08/2021,31/12/2025,20/06/2023
"",202306,45.167.756/0001-68,VILA SÃO VICENTE DE PAULO,VIGENTE,4,01/04/2018,31/12/2024,20/06/2023
"",202306,45.178.886/0001-04,SOCIEDADE DE OBRAS RELIGIOSAS DE MONTEIRO LOBATO,VIGENTE,4,01/06/2020,31/12/2026,20/06/2023
"",202306,04.518.502/0001-60,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXECEPCIONAIS DE RIO BRANCO,VIGENTE,4,31/10/2021,31/12/2025,20/06/2023
"",202306,45.189.420/0001-04,VILA VICENTINA DE CAÇAPAVA OU SOC S VICENTE DE PAULO,VIGENTE,4,01/02/2021,31/12/2025,20/06/2023
"",202306,45.193.943/0001-16,ASS DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPOS JORDAO,VIGENTE,4,30/07/2021,29/07/2026,20/06/2023
"",202306,45.195.328/0001-49,CENTRO PROMOCIONAL COMUNITÁRIO,VIGENTE,4,28/02/2021,31/12/2027,20/06/2023
"",202306,45.198.504/0001-04,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS -APAE DE CRUZEIRO,VIGENTE,4,05/03/2018,31/12/2024,20/06/2023
"",202306,45.201.019/0001-34,OBRAS SOCIAIS DA ARQUIDIOCESE DE APARECIDA,VÁLIDA,4,30/12/2009,29/12/2014,20/06/2023
"",202306,04.520.426/0001-27,ASSOCIAÇÃO DE APOIO AO FISSURADO LÁBIO - PALATAL DE PRESIDENTE PRUDENTE E REGIÃO - AFIPP,VIGENTE,4,30/01/2019,31/12/2023,20/06/2023
"",202306,45.205.531/0001-59,ASSOCIAÇÃO DAS SENHORAS CRISTÃS,VIGENTE,4,02/02/2019,31/12/2025,20/06/2023
"",202306,45.211.703/0001-05,LAR SÃO VICENTE DE PAULO,VIGENTE,4,26/02/2021,31/12/2025,20/06/2023
"",202306,45.214.137/0001-87,JAM MANTENEDORA JACAREÍ AMPARA MENORES,VIGENTE,4,21/12/2021,31/12/2025,20/06/2023
"",202306,45.215.209/0001-00,ASSOCIAÇÃO HUMANITÁRIA AMOR E CARIDADE - AHAC,VIGENTE,4,01/04/2021,31/03/2024,20/06/2023
"",202306,45.219.623/0001-98,CAAP ASA - ASSISTÊNCIA SOCIAL AO ADOLESCENTE,VIGENTE,4,16/10/2021,15/10/2024,20/06/2023
"",202306,45.235.082/0001-91,CIRCULO DE TRABALHADORES CRISTÃOS DE VILA TIBÉRIO,VIGENTE,4,28/02/2021,31/12/2027,20/06/2023
"",202306,45.244.290/0001-57,VILA BEATO CONTARDO FERRINI OBRA UNIDA SOC S V DE PAULO,VIGENTE,4,27/10/2020,31/12/2024,20/06/2023
"",202306,04.524.568/0001-62,OBRA SOCIAL DONA MECA,VIGENTE,4,28/05/2021,31/12/2025,20/06/2023
"",202306,45.268.463/0001-77,SOCIEDADE AMIGOS DO BAIRRO DE SANTA ANGELINA,VIGENTE,4,29/05/2018,31/12/2024,20/06/2023
"",202306,04.527.998/0001-38,ASSOCIAÇÃO GRUPO RIO PARDENSE AMIGOS DO DEFICIENTE FISICO - AGRADEF,VIGENTE,4,29/09/2018,31/12/2024,20/06/2023
"",202306,45.283.009/0001-95,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.284.353/0001-07,CASA TRANSITÓRIA ANDRÉ LUIZ,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.291.010/0001-61,ASILO SÃO JOSÉ OBRA UNIDA A SOC SÃO VICENTE DE PAULO,VÁLIDA,4,28/04/2018,27/04/2023,20/06/2023
"",202306,45.298.122/0001-44,FUNDAÇÃO HEYDENREICH,VIGENTE,4,29/09/2020,31/12/2024,20/06/2023
"",202306,45.298.387/0001-42,SOCIEDADE DE SÃO VICENTE DE PAULO,VIGENTE,4,01/04/2018,31/12/2024,20/06/2023
"",202306,45.299.377/0001-21,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BATATAIS - APAE,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.306.008/0001-19,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BEBEDOURO,VIGENTE,4,30/12/2020,31/12/2024,20/06/2023
"",202306,45.306.966/0001-90,APAE DE DESCALVADO,VIGENTE,4,03/09/2018,31/12/2024,20/06/2023
"",202306,45.307.261/0001-97,GRUPO DE FRATERNIDADE PAI JACOB,VIGENTE,4,30/06/2019,31/12/2025,20/06/2023
"",202306,45.308.178/0001-32,INSTITUIÇÃO ESPÍRITA NOSSO LAR,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.313.111/0001-96,SOCIEDADE FRANCANA DE INSTRUÇÃO E TRABALHO PARA CEGOS,VIGENTE,4,28/04/2018,31/12/2024,20/06/2023
"",202306,45.316.338/0001-95,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FRANCA,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.319.282/0001-22,CENTRO SOCIAL COMUNITÁRIO CRISTO REI,VIGENTE,4,03/09/2018,31/12/2024,20/06/2023
"",202306,45.320.645/0001-40,SERVIÇO DE OBRAS SOCIAIS DE IBITINGA,VIGENTE,4,18/10/2017,31/12/2023,20/06/2023
"",202306,45.323.953/0001-29,LAR VOVO QUERUBINA,VIGENTE,4,01/01/2020,31/12/2025,20/06/2023
"",202306,45.337.185/0001-62,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JABOTICABAL,VIGENTE,4,01/01/2022,31/12/2024,20/06/2023
"",202306,45.338.274/0001-23,SOCIEDADE ESPIRITA CRISTÃ IRMÃO VICENTE SECIV,VIGENTE,4,08/12/2021,31/12/2025,20/06/2023
"",202306,45.341.245/0001-10,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MATÃO ''A.P.A.E.',VIGENTE,4,11/10/2019,31/12/2023,20/06/2023
"",202306,45.351.517/0001-63,FRATERNO AUXÍLIO CRISTÃO,VIGENTE,4,30/06/2019,31/12/2025,20/06/2023
"",202306,04.535.179/0001-32,INSTITUTO CDL DE ASSISTENCIA SOCIAL E CULTURAL,VIGENTE,4,26/02/2021,31/12/2025,20/06/2023
"",202306,45.372.729/0001-27,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SERTÃOZINHO,VIGENTE,4,18/05/2021,31/12/2025,20/06/2023
"",202306,45.385.341/0001-60,LAR DOS VELHINHOS DE SAO VICENTE DE PAULA,VIGENTE,4,04/01/2021,31/12/2027,20/06/2023
"",202306,45.386.000/0001-00,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BIRIGUI,VIGENTE,4,15/01/2021,31/12/2025,20/06/2023
"",202306,45.387.578/0001-80,CONVÍVIO NOVA ESPERANÇA,VÁLIDA,1,30/01/2019,29/01/2022,20/06/2023
"",202306,45.387.982/0001-54,EMAÚS IGUALDADE NO BRASIL,VIGENTE,4,03/09/2018,31/12/2024,20/06/2023
"",202306,45.394.657/0001-19,CENTRO VICENTINO NOSSA SENHORA DAS DORES,VIGENTE,4,28/11/2020,31/12/2026,20/06/2023
"",202306,45.409.034/0001-72,GUARDA MIRIM DE SOROCABA,VIGENTE,4,30/07/2020,31/12/2024,20/06/2023
"",202306,04.542.596/0001-02,LAR DE SAO VICENTE DE PAULO DE IGARATA,VIGENTE,4,22/03/2022,31/12/2026,20/06/2023
"",202306,45.426.277/0001-19,UNIAO DAS DAMAS DE CARIDADE NOSSA SENHORA DE LOUDES,VIGENTE,4,27/10/2020,31/12/2024,20/06/2023
"",202306,45.434.925/0001-89,LAR SÃO VICENTE DE PAULO DE CERQUEIRA CÉSAR,VIGENTE,4,20/12/2019,31/12/2025,20/06/2023
"",202306,45.445.095/0001-95,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAPETININGA,VIGENTE,4,17/03/2019,31/12/2023,20/06/2023
"",202306,45.459.625/0001-54,LAR SÃO VICENTE DE PAULO,VIGENTE,4,17/11/2019,31/12/2025,20/06/2023
"",202306,04.546.172/0001-16,ASSOCIAÇÃO BENEFICENTE EMÁUS,VIGENTE,1,29/12/2020,31/12/2024,20/06/2023
"",202306,45.466.174/0001-82,ASSOCIAÇÃO DA VILA DE SÃO VICENTE DE PAULO,VIGENTE,4,30/01/2021,31/12/2025,20/06/2023
"",202306,45.485.737/0001-80,SOS- SERVIÇO DE OBRAS SOCIAIS DE BOITUVA,VÁLIDA,4,04/04/2018,03/04/2021,20/06/2023
"",202306,45.490.802/0001-65,ASSOCIAÇÃO DOS AMIGOS DA POUSADA DA COLINA,VIGENTE,4,29/09/2018,31/12/2024,20/06/2023
"",202306,04.549.942/0001-84,LIGA FEMININA DE COMBATE AO CANCER DE PASSO FUNDO,VIGENTE,4,28/02/2021,31/12/2027,20/06/2023
"",202306,45.507.241/0001-60,LAR SÃO JOSE,VIGENTE,4,19/10/2021,31/12/2027,20/06/2023
"",202306,45.522.778/0001-07,FUNDAÇÃO CASA DAS MENINAS AMANDO DE BARROS,VIGENTE,4,03/09/2018,31/12/2024,20/06/2023
"",202306,45.524.535/0001-08,CASA PIA SAO VICENTE DE PAULO,VIGENTE,4,12/05/2020,31/12/2024,20/06/2023
"",202306,45.525.979/0001-50,VILA DOS MENINOS SAGRADA FAMÍLIA,VIGENTE,4,07/03/2021,31/12/2027,20/06/2023
"",202306,45.539.293/0001-18,ASILO SÃO VICENTE DE PAULO DE GUARARAPES,VIGENTE,4,20/10/2020,31/12/2026,20/06/2023
"",202306,04.555.188/0001-95,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE IPIAU,VIGENTE,4,06/07/2020,31/12/2026,20/06/2023
"",202306,45.555.703/0001-14,NÚCLEO DE ORIENTAÇÃO E CAPACITAÇÃO À INFÂNCIA E JUVENTUDE DE AVARÉ,VIGENTE,4,22/03/2020,31/12/2026,20/06/2023
"",202306,45.566.064/0001-92,LAR DA MONICA,VIGENTE,4,06/07/2020,31/12/2026,20/06/2023
"",202306,45.587.011/0001-58,ASSOCIAÇÃO BENEFICENTE LAR DO CAMINHO,VIGENTE,4,15/03/2021,31/12/2025,20/06/2023
"",202306,04.559.580/0001-02,EDHUCCA ESCOLA DE DESENVOLVIMENTO HUMANO CASA DO CAMINHO,VIGENTE,4,30/07/2020,31/12/2026,20/06/2023
"",202306,04.560.187/0001-39,LIGA FEMININA DE COMBATE AO CANCER DE SANTANA DO LIVRAMENTO,VIGENTE,4,30/11/2021,29/11/2026,20/06/2023
"",202306,45.624.988/0001-06,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BRAGANÇA PAULISTA,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.626.546/0001-90,SERVIÇO ASSISTENCIAL DE ACOLHIMENTO INSTITUCIONAL - SAMA,VIGENTE,4,29/05/2021,31/12/2025,20/06/2023
"",202306,04.562.848/0001-65,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LIMOEIRO DO NORTE,VIGENTE,4,30/07/2018,31/12/2024,20/06/2023
"",202306,04.565.017/0001-47,ORGANIZAÇÃO VIVER,VIGENTE,4,02/08/2022,01/08/2025,20/06/2023
"",202306,04.565.144/0001-46,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE GUARACI,VIGENTE,4,02/02/2019,31/12/2025,20/06/2023
"",202306,45.663.093/0001-72,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ANDRADINA APAE,VIGENTE,4,20/09/2021,31/12/2025,20/06/2023
"",202306,04.566.352/0001-60,INSPETORIA LAURA VICUNA,VÁLIDA,4,01/01/2018,31/12/2020,20/06/2023
"",202306,45.681.913/0001-59,ABRIGO ESPERANÇA,VÁLIDA,4,01/06/2017,31/05/2020,20/06/2023
"",202306,45.686.094/0001-32,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE POLONI,VIGENTE,4,01/04/2018,31/12/2024,20/06/2023
"",202306,45.690.674/0001-01,APAE ASSOC DE PAIS E AMIGOS DOS EXCEPC DE SJ CAMPOS,VIGENTE,4,01/01/2022,31/12/2025,20/06/2023
"",202306,04.570.238/0001-03,ASSOCIAÇÃO BENEFICENTE LAR DO MENINO DEUS,VIGENTE,4,16/05/2023,15/05/2026,20/06/2023
"",202306,00.457.097/0001-66,LEGIÃO MIRIM DA ESTÂNCIA TURÍSTICA DE PEREIRA BARRETO,VIGENTE,4,28/06/2021,31/12/2025,20/06/2023
"",202306,45.747.003/0001-21,VILA VICENTINA OBRA UNIDAA SOC SAO VICENTE DE PAULO,VIGENTE,4,22/04/2021,31/12/2025,20/06/2023
"",202306,45.749.041/0001-13,APAE  ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTA RITA DO PASSA QUATRO,VIGENTE,4,02/03/2021,31/12/2025,20/06/2023
"",202306,45.750.965/0001-30,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIBEIRÃO BONITO,VIGENTE,4,21/12/2020,31/12/2026,20/06/2023
"",202306,45.774.924/0001-83,"""CASA DA CRIANÇA DE BROTAS """"PROFESSOR ALCINDO MÓDOLO""""""",VIGENTE,4,10/11/2021,09/11/2026,20/06/2023
"",202306,45.838.265/0001-00,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SÃO MANUEL,VIGENTE,4,25/09/2021,31/12/2025,20/06/2023
"",202306,04.583.879/0001-00,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE COMODORO,VIGENTE,4,19/12/2017,31/12/2023,20/06/2023
"",202306,45.845.013/0001-08,LAR DE IDOSOS VICENTE DE PAULO DE CAÇAPAVA,VIGENTE,2,01/04/2018,31/12/2024,20/06/2023
"",202306,45.847.308/0001-05,CASA DA CRIANÇA DE CAÇAPAVA,VIGENTE,4,01/01/2020,31/12/2025,20/06/2023
"",202306,45.847.423/0001-80,ASSOCIAÇÃO BENEFICENTE DE CAÇAPAVA APOIO A MÃE GESTANTE,VIGENTE,4,05/08/2022,04/08/2025,20/06/2023
"",202306,45.848.140/0001-52,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAÇAPAVA,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,45.859.105/0001-39,SERVIÇO DE OBRAS SOCIAIS,VIGENTE,4,28/09/2021,31/12/2027,20/06/2023
"",202306,04.587.965/0001-83,ASSOCIAÇÃO DA DIVINA MISERICÓRDIA,VIGENTE,4,30/06/2019,31/12/2025,20/06/2023
"",202306,04.589.879/0001-00,ASSOCIACAO DE AMPARO AO IDOSO,VIGENTE,4,22/03/2022,31/12/2026,20/06/2023
"",202306,04.591.605/0001-55,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TAMARANA,VIGENTE,4,28/05/2020,31/12/2026,20/06/2023
"",202306,45.916.400/0001-80,LAR DO MENINO JESUS,VIGENTE,4,30/11/2020,31/12/2026,20/06/2023
"",202306,45.919.362/0001-19,LAR SÃO VICENTE DE PAULO,VIGENTE,4,27/10/2020,31/12/2024,20/06/2023
"",202306,45.938.776/0001-95,INFANCIA FELIZ,VIGENTE,4,25/10/2020,31/12/2026,20/06/2023
"",202306,45.947.942/0001-10,ASSOCIAÇÃO SÃO LUIZ,VIGENTE,4,08/03/2019,31/12/2025,20/06/2023
"",202306,04.594.820/0001-00,ASSOCIAÇÃO DE PAIS E AMIGOS DE AUTISTAS - AMAREC/SC,VIGENTE,4,27/10/2020,31/12/2024,20/06/2023
"",202306,45.963.972/0001-10,SOCIEDADE DE PROTEÇÃO À VELHICE LAR PADRE GEREMIAS,VIGENTE,4,16/05/2023,15/05/2026,20/06/2023
"",202306,45.966.298/0001-27,ASSOCIAÇÃO RECREATIVA EDUCATIVA DAS VILAS UNIDAS,VIGENTE,4,24/02/2020,31/12/2026,20/06/2023
"",202306,45.978.236/0001-35,COMUNIDADE KOLPING DE SANTA CECILIA,VIGENTE,4,30/06/2019,31/12/2025,20/06/2023
"",202306,45.999.729/0001-51,ASSOCIAÇÃO MOGICRUZENSE PARA A DEFESA DA CRIANÇA E DO ADOLESCENTE,VIGENTE,4,04/12/2017,31/12/2023,20/06/2023
"",202306,46.002.176/0001-83,FUNDAÇÃO FEAC,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,46.004.248/0001-21,CARITAS DIOCESANA DE GUARULHOS,VIGENTE,2,21/05/2020,31/12/2026,20/06/2023
"",202306,46.006.433/0001-55,LAR SÃO VICENTE DE PAULO DE MAIRIPORÃ,VIGENTE,1,29/06/2020,31/12/2026,20/06/2023
"",202306,04.601.038/0001-70,INSTITUTO GABRIELE BARRETO SOGARI,VIGENTE,4,28/11/2020,31/12/2026,20/06/2023
"",202306,04.601.275/0001-31,ESPAÇO CULTURAL PÉS NO CHÃO,VIGENTE,4,07/12/2022,06/12/2025,20/06/2023
"",202306,46.022.315/0001-30,CENTRO SOCIAL PRESIDENTE KENNEDY,VIGENTE,4,05/08/2022,04/08/2025,20/06/2023
"",202306,46.030.813/0001-25,SOCIEDADE BENEFICENTE SAO JUDAS TADEU,VIGENTE,4,03/11/2020,31/12/2026,20/06/2023
"",202306,46.033.080/0001-82,APRENDIZADO DOMÉSTICO SANT'ANA,VIGENTE,4,26/10/2020,31/12/2024,20/06/2023
"",202306,46.040.259/0001-67,SOCIEDADE DOS IRMÃOS DA CONGREGAÇÃO DE SANTA CRUZ,VÁLIDA,4,01/01/2018,31/12/2022,20/06/2023
"",202306,46.042.370/0001-92,CASA DA CRIANÇA PARALÍTICA DE CAMPINAS - CCP,VIGENTE,4,01/01/2020,31/12/2023,20/06/2023
"",202306,46.044.780/0001-72,ASSOCIAÇÃO BENEFICENTE CAMPINEIRA,VIGENTE,4,03/05/2020,31/12/2026,20/06/2023
"",202306,46.044.830/0001-11,LAR EVANGÉLICO ALICE DE OLIVEIRA,VIGENTE,4,30/01/2021,31/12/2025,20/06/2023
"",202306,46.044.855/0001-15,LAR DOS VELHINHOS DE CAMPINAS,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,46.045.365/0001-33,CASA DOS MENORES DE CAMPINAS,VÁLIDA,4,01/01/2018,31/12/2020,20/06/2023
"",202306,46.050.217/0001-07,INSTITUTO CAMPINEIRO DOS CEGOS TRABALHADORES,VIGENTE,4,01/01/2020,31/12/2023,20/06/2023
"",202306,04.605.411/0001-61,AMDE - ASSOCIAÇÃO AMIGOS DOS DEFICIENTES,VIGENTE,4,29/06/2018,31/12/2024,20/06/2023
"",202306,46.067.211/0001-42,ASSISTÊNCIA VICENTINA FREDERICO OZANAM DE CAMPINAS,VIGENTE,4,25/04/2021,31/12/2025,20/06/2023
"",202306,46.072.666/0001-56,ASSOCIAÇÃO DE EDUCAÇÃO DO HOMEM DE AMANHÃ  AEDHA,VIGENTE,4,30/04/2021,31/12/2025,20/06/2023
"",202306,46.076.915/0001-81,CENTRO ESPÍRITA ALLAN KARDEC,VÁLIDA,4,01/01/2015,31/12/2017,20/06/2023
"",202306,46.079.281/0001-10,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPINAS,VIGENTE,4,01/01/2022,31/12/2024,20/06/2023
"",202306,04.608.192/0001-74,LAR SÃO JOSÉ,VIGENTE,4,28/04/2018,31/12/2024,20/06/2023
"",202306,46.099.131/0001-79,ASSISTÊNCIA SOCIAL DA PARÓQUIA DO SAGRADO CORAÇÃO DE JESUS,VIGENTE,4,08/05/2020,31/12/2024,20/06/2023
"",202306,46.102.000/0001-01,CENTRO CULTURAL LOUIS BRAILLE DE CAMPINAS,VIGENTE,4,06/06/2022,05/06/2027,20/06/2023
"",202306,46.104.071/0001-35,ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL SÃO JOÃO VIANNEY,VIGENTE,4,22/04/2020,31/12/2026,20/06/2023
"",202306,46.116.273/0001-05,MOVIMENTO ASSISTENCIAL ESPÍRITA MARIA ROSA,VIGENTE,4,18/07/2020,31/12/2024,20/06/2023
"",202306,46.120.473/0001-23,INSTITUTO DE PROMOÇÃO DO MENOR DE SUMARÉ,VIGENTE,4,27/12/2020,26/12/2023,20/06/2023
"",202306,04.613.144/0001-74,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE REVIVER,VIGENTE,2,27/03/2021,31/12/2027,20/06/2023
"",202306,46.143.806/0001-30,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE AGUDOS,VIGENTE,4,26/11/2020,31/12/2024,20/06/2023
"",202306,46.146.783/0001-17,COLONIA DE IDOSOS DE CABRALIA PAULISTA,VIGENTE,4,17/07/2020,31/12/2026,20/06/2023
"",202306,46.149.043/0001-34,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE IACANGA,VIGENTE,4,18/06/2019,31/12/2023,20/06/2023
"",202306,46.162.673/0001-49,CENTRO DE PROMOÇÃO SOCIAL DA PARÓQUIA NOSSA SENHORA DAS DORES,VIGENTE,4,29/05/2021,31/12/2025,20/06/2023
"",202306,04.616.298/0001-10,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,1,25/10/2020,31/12/2026,20/06/2023
"",202306,46.170.494/0001-53,ASSOCIAÇÃO DE PAIS PRO CENTRO DE RECUPERAÇÃO PARA EXCEPCIONAIS,VIGENTE,4,10/12/2020,31/12/2024,20/06/2023
"",202306,46.174.058/0001-52,SERVIÇO DE PROMOÇÃO SOCIAL DE PIRATININGA,VIGENTE,4,13/07/2020,31/12/2026,20/06/2023
"",202306,46.181.178/0001-87,LAR VICENTINO,VIGENTE,4,12/06/2021,31/12/2025,20/06/2023
"",202306,46.181.244/0001-19,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BARIRI,VIGENTE,4,01/01/2021,31/12/2024,20/06/2023
"",202306,46.183.612/0001-68,LAR SÃO VICENTE DE PAULO DE BARRA BONITA,VIGENTE,4,25/11/2019,31/12/2023,20/06/2023
